Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material Involved,Movement Type,History
1379,AR/LOH/92A05/2014/03,Arunachal Pradesh,Lohit,NH 52,,27.90417,96.35869,Rock cum Debris,Slide,May 2014
1380,AR/ANJ/92A05/2014/21,Arunachal Pradesh,Lohit,NH-52,,27.90467,96.35917,Rock,Slide,2013
1381,AR/ANJ/92A05/2014/19,Arunachal Pradesh,Lohit,NH-52,,27.90475,96.34811,Debris,Fall,2013
1382,AR/LOH/92A05/2014/04,Arunachal Pradesh,Lohit,NH 52,,27.90581,96.35933,Rock,Fall,May 2014
1383,AR/ANJ/92A05/2014/20,Arunachal Pradesh,Lohit,NH-52,,27.90664,96.35964,Rock,Slide,2013
1384,AR/LOH/92A05/2014/06,Arunachal Pradesh,Lohit,NH 52,,27.90772,96.34517,Rock,Fall,May 2014
1385,AR/LOH/92A05/2014/52,Arunachal Pradesh,Lohit,NH-52,,27.90814,96.36028,Rock,Slide,2013
1386,AP/LEP/83I09/2021/88,Arunachal Pradesh,Lepa rada,Ego-Yamin Basar road slide 1,Ego-Yamin Basar road section,27.909278,94.736111,Debris,Slide,NA
1387,AP/LEP/83I09/2021/90,Arunachal Pradesh,Lepa rada,Ego-Yamin Basar road slide 3,Ego-Yamin Basar road section,27.910417,94.739528,Debris,Slide,NA
1388,AR/ANJ/92A05/2014/18,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.91164,96.34269,Rock cum Debris,Slide,May 2014
1389,AP/LEP/83I09/2021/79,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 1,Garo to Basar road,27.912806,94.726972,Rock,Slide,NA
1390,AP/LEP/83I09/2021/89,Arunachal Pradesh,Lepa rada,Ego-Yamin Basar road slide 2,Ego-Yamin Basar road section,27.913333,94.737472,Debris,Slide,NA
1391,AP/LEP/83I09/2021/87,Arunachal Pradesh,Lepa rada,Kamdak-Basar road slide,Kamdak-Basar road section,27.914944,94.721806,Rock,Slide,NA
1392,AR/LOH/92A05/2014/50,Arunachal Pradesh,Lohit,NH-52,,27.91636,96.33392,Rock,Fall,2013
1393,AR/LOH/92A05/2014/49,Arunachal Pradesh,Lohit,NH-52,,27.91647,96.33161,Rock,Slide,2013
1394,AR/LOH/92A05/2014/51,Arunachal Pradesh,Lohit,NH-52,,27.91669,96.33833,Rock cum Debris,Slide,2013
1395,AR/LOH/92A05/2014/07,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.91886,96.33156,Rock,Slide,May 2014
1396,AR/LOH/92A05/2014/24,Arunachal Pradesh,Lohit,Tezu-Hayuliang road,,27.91897,96.33108,Rock,Slide,2013
1397,AP/LEP/83I09/2021/86,Arunachal Pradesh,Lepa rada,Pagi-Basar road slide,Pagi- Basar road section,27.933611,94.703472,Rock,Slide,NA
1398,AP/LEP/83I09/2021/85,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 5,Garo- Basar road section,27.937861,94.702139,Rock,Slide,NA
1399,AP/LEP/83I09/2021/84,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 4,Garo- Basar road section,27.938056,94.700306,Rock,Slide,NA
1400,AR/LOH/92A05/2014/08,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.93967,96.38097,Debris,Slide,May 2014
1401,AR/LOH/92A05/2014/13,Arunachal Pradesh,Lohit,Lalpani slide,Tezu-Hayuliang road,27.94083,96.38161,Rock cum Debris,Subsidence,2013
1402,AP/LEP/83I09/2021/83,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 3,Garo- Basar road section,27.94175,94.695694,Rock,Slide,NA
1403,AP/LEP/83I09/2021/82,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 2,Garo- Basar road section,27.942917,94.694528,Rock,Slide,NA
1404,AR/LD/82P04/2022/033,Arunachal Pradesh,Lower dibang valley,West of Ledum Slide 1,Naer to Ledum village,27.944389,95.117586,Rock,Slide,NA
1405,AP/LEP/83I09/2021/81,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 1,Garo- Basar road section,27.944444,94.692528,Rock,Slide,NA
1406,AR/LOH/92A05/2014/12,Arunachal Pradesh,Lohit,52 km slide,Tezu-Hayuliang road,27.94903,96.39158,Rock,Slide and topple,2013
1407,AR/LD/82P04/2022/034,Arunachal Pradesh,Lower dibang valley,West of Ledum Slide 2,Naer to Ledum village,27.951306,95.074056,Debris,slide,NA
1408,AR/LOH/92A05/2014/10,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.95603,96.40267,Debris,Slide,May 2014
1409,AR/LOH/92A05/2014/09,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.95672,96.39697,Debris,Slide,May 2014
1410,AP/LEP/83I09/2021/80,Arunachal Pradesh,Lepa rada,"Rete Potu, towards Basar","Rete Potu, towards Basar",27.957306,94.68625,Rock,Slide,NA
1411,AR/LOH/92A05/2014/21,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.95964,96.40178,Debris,Flow,May 2014
1412,AR/LOH/92A05/2014/20,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road,,27.96325,96.40097,Debris,Slide,May 2014
1413,AP/US/83I01/2021/12,Arunachal Pradesh,Upper Subansiri,4km NE of Daporijo town slide,NE of Daporijo town,27.965819,94.293672,Debris,Slide,NA
1414,AR/LOH/92A05/2014/25,Arunachal Pradesh,Lohit,Tezu-Hayuliang road,,27.96756,96.40189,Rock,Slide,2013
1415,AR/LOH/92A05/2014/11,Arunachal Pradesh,Lohit,Arrowa-Tidding Bridge,Tezu-Hayuliang road,27.96756,96.40214,Rock cum Debris,Slide,2013
1416,AR/LOH/92A05/2014/19,Arunachal Pradesh,Lohit,Tohangam-Hayuliang Road (at Tidding bridge),,27.968,96.39822,Debris,Flow,May 2014
1417,AP/SU/83I01/2021/13,Arunachal Pradesh,Shi-Yomi,Mechuka town slide 1,Near Mechuka town,27.979306,94.228528,Debris,Slide,NA
1418,AR/ANJ/92A05/2014/55,Arunachal Pradesh,Anjaw,Tezu-Hayuliang road,,27.98333,96.40433,Debris,Slide,2012
1419,AR/ANJ/92A05/2014/54,Arunachal Pradesh,Anjaw,Tezu-Hayuliang road,,27.98728,96.41208,Debris,Slide,2013
1420,AR/ANJ/92A05/2014/18,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,27.98747,96.41133,Debris,Flow,May 2014
1421,AR/LPD/82L12/2021/09,Arunachal Pradesh,Lepa rada,Tai-Daporijo Road Slide,Tai-Daporijo Road,27.995889,94.525941,Rock-cum-Debris,Slide,NA
1422,AP/US/83I01/2021/10,Arunachal Pradesh,Upper Subansiri,2km E of Daporijo slide,E of Daporijo,28.003861,94.201944,Debris,Slide,NA
1423,AP/US/83I01/2021/11,Arunachal Pradesh,Upper Subansiri,2.2 km E of Daporijo town slide,E of Daporijo town,28.005389,94.201306,Debris,Slide,NA
1424,AR/ANJ/91D08/2014/17,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.00611,96.42872,Debris,Slide,May 2014
1425,AR/US/82P04/2022/013,Arunachal Pradesh,Upper Siang,Yagrung village Slide 1,Yagrung village,28.013167,95.239333,soil,slide,NA
1426,AR/LPD/82L12/2021/02,Arunachal Pradesh,Lepa rada,Tirbin-Tai Road slide,South of Tirbin-Tai Road,28.013577,94.568456,Debris,Slide,NA
1427,AR/LPD/82L12/2021/01,Arunachal Pradesh,Lepa rada,Tirbin-Tai Road slide,South of Tirbin-Tai Road,28.014765,94.569467,Debris,Slide,NA
1428,AR/ANJ/91D08/2014/15,Arunachal Pradesh,Anjaw,78 km slide,Tezu-Hayuliang road,28.01661,96.44172,Rock cum Debris,Complex,2013
1429,AR/ANJ/91D08/2014/16,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.01781,96.44275,Debris,Slide,May 2014
1430,AR/ANJ/91D08/2014/24,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.01992,96.443,Rock,Slide,May 2014
1431,AR/WSI/82L12/2021/10,Arunachal Pradesh,West Siang,Tai-Liromoba Road Slide,Tai-Liromoba Road,28.021678,94.536256,Rock-cum-Debris,Slide,NA
1432,AR/WSI/82L12/2021/11,Arunachal Pradesh,West Siang,Daba Gamlin - Yomcha road slide,Daba Gamlin-Yomcha Road,28.022249,94.535672,Rock-cum-Debris,Slide,NA
1433,AP/AW/91D8/2022/103,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 16.6 kms along NH-13 towards Tezu,NH-13 (Anjaw-Tezu road),28.022471,96.440489,Debris,Slide,NA
1434,AR/LPD/82L12/2021/03,Arunachal Pradesh,Lepa rada,Tirbin Slide,Within Tirbin Township,28.022667,94.574294,Debris,Slide,NA
1435,AP/AW/91D8/2022/104,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 16.4 kms along NH-13 towards Tezu,NH-13 (Anjaw-Tezu road),28.023491,96.440972,Debris,Slide,NA
1436,AR/LPD/82L12/2021/04,Arunachal Pradesh,Lepa rada,Tirbin -Basar Road Slide,Tirbin-Basar Road,28.024169,94.582184,Debris,Slide,NA
1437,AR/LPD/82L12/2021/05,Arunachal Pradesh,Lepa rada,Tirbin-Tai Road slide,Tirbin-Tai Road,28.024691,94.553634,Debris,Slide,NA
1438,AP/E-Siang/82P8/2022/LS46,Arunachal Pradesh,East Siang,LS-46,"NH-13, Komlighat-Pasighat",28.025611,95.271179,Debris,Slide,NA
1439,AR/LPD/82L12/2021/06,Arunachal Pradesh,Lepa rada,Tirbin-Basar Road Slide,Tirbin-Basar Road,28.026515,94.590918,Debris,Slide,NA
1440,AR/LPD/82L12/2021/07,Arunachal Pradesh,Lepa rada,Tirbin-Basar Road Slide,Tirbin-Basar Road,28.026733,94.593471,Debris,Slide,NA
1441,AR/LPD/82L12/2021/08,Arunachal Pradesh,Lepa rada,Tirbin-Basar Road Slide,Tirbin-Basar Road,28.029848,94.616455,Debris,Slide,NA
1442,AR/ES/82P04/2022/014,Arunachal Pradesh,East Siang,Yagrung village Slide 2,Yagrung village,28.033278,95.235383,Debris,Flow,NA
1443,AR/ANJ/91D08/2014/15,Arunachal Pradesh,Anjaw,78 km slide,Tezu-Hayuliang road,28.05939,96.48397,Debris,Slide,2014
1444,AR/LOH/91D08/2014/01,Arunachal Pradesh,Lohit,88 km Slide,HMC road,28.05989,96.46281,Debris,Slide,2013
1445,AP/LOH/91D08/2014/01,Arunachal Pradesh,Lohit,88 km Slide,HMC road,28.05989,96.46281,Debris,Slide,2013
1446,AR/ANJ/91D08/2014/14,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.05997,96.48664,Debris,Slide,May 2014
1447,AR/ANJ/91D08/2014/16,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.06006,96.44636,Debris,Slide,May 2014
1448,AR/ANJ/91D08/2014/13,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.06131,96.49256,Debris,Slide,May 2014
1449,AR/ANJ/91D08/2014/12,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.06244,96.49775,Debris,Slide,May 2014
1450,AR/ANJ/91D08/2014/11,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang road,,28.063,96.49914,Debris,Slide,May 2014
1451,AR/ANJ/91D12/2014/53,Arunachal Pradesh,Anjaw,Khupapolice check gate,Tezu-Hayuliang road,28.06356,96.50075,Debris,Slide,2012
1452,AR/ANJ/91D12/2014/22,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.06964,96.50025,Rock,Slide,May 2014
1453,AP/AW/91D8/2022/100,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 3.85 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.079818,96.46838,Debris,Slide,NA
1454,AR/ANJ/91D12/2014/02,Arunachal Pradesh,Anjaw,Hayuliang Slide,HMC road,28.08014,96.52356,Debris,Topple,2013
1455,AP/AW/91D8/2022/101,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 3 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.080151,96.472541,Debris,Slide,NA
1456,AR/ANJ/91D12/2014/10,Arunachal Pradesh,Anjaw,9 JAK Camp slide,Hayuliang-Wallong road,28.08019,96.54483,Debris,Flow,2013
1457,AP/AW/91D8/2022/102,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 3.2 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.080301,96.472247,Debris,Slide,NA
1458,AR/ANJ/91D12/2014/23,Arunachal Pradesh,Anjaw,Tohangam-Hayuliang Road,,28.08061,96.51294,Rock,Fall,May 2014
1459,AP/AW/91D8/2022/98,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 4.52 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.082576,96.464869,Debris,Slide,NA
1460,AP/AW/91D8/2022/99,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 4.4 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.082618,96.465189,Rock,Slide,NA
1461,AP/AW/91D8/2022/97,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 4.9 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.083417,96.461433,Rock,Slide,NA
1462,AP/AW/91D8/2022/96,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 5.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.084252,96.459672,Debris,Slide,NA
1463,AP/AW/91D8/2022/95,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 5.7 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.088159,96.458999,Rock,Slide,NA
1464,AP/AW/91D8/2022/94,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 6 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.089549,96.457818,Debris,Slide,NA
1465,AP/AW/91D8/2022/93,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 6.5 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.090087,96.454067,Debris,Slide,NA
1466,AP/AW/91D8/2022/92,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 6.7 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.0907,96.45238,Debris,Slide,NA
1467,AR/ANJ/93D12/2014/48,Arunachal Pradesh,Anjaw,Road from Hayuliang to Hamaliang,,28.09311,96.53622,Rock,Slide,2012
1468,AP/E-Siang/82P8/2021/LS1,Arunachal Pradesh,East Siang,LS-1,North west of Pasighat Lenging Village (NH-13),28.093514,95.272526,Earth,Slide,NA
1469,AP/E-Siang/82P8/2022/LS47,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.094144,95.282568,Earth,Slide,NA
1470,AP/AW/91D8/2022/91,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 8.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.094359,96.453058,Rock,Slide,NA
1471,AP/AW/91D8/2022/90,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 8.4 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.095602,96.453246,Rock,Slide,NA
1472,AP/E-Siang/82P8/2022/LS48,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, towards Rengging village",28.095632,95.281371,Earth,Slide,NA
1473,AP/E-Siang/82P8/2021/LS2,Arunachal Pradesh,East Siang,Legging Slide,Towards Legging Village (NH-13),28.097043,95.274751,Debris,Slide,NA
1474,AP/E-Siang/82P8/2021/LS3,Arunachal Pradesh,East Siang,LS-3,NW of LS-2 (400 m),28.097163,95.270824,Rock,Wedge failure,NA
1475,AP/E-Siang/82P8/2022/LS49,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.097285,95.28003,Debris,Slide,NA
1476,AP/E-Siang/82P8/2021/LS4,Arunachal Pradesh,East Siang,LS-4,LS-4,28.099376,95.27268,Rock,Wedge failure,NA
1477,AP/E-Siang/82P8/2021/LS6,Arunachal Pradesh,East Siang,LS-6,NH-13,28.099647,95.28567,Debris,Slide,NA
1478,AP/E-Siang/82P8/2021/LS5,Arunachal Pradesh,East Siang,LS-5,Rengging Landslide,28.099657,95.287831,Debris,Slide,NA
1479,AP/E-Siang/82P8/2021/LS7,Arunachal Pradesh,East Siang,LS-7,NH-13,28.099705,95.284891,Debris,Slide,NA
1480,AP/E-Siang/82P8/2021/LS8,Arunachal Pradesh,East Siang,LS-8,"Rengging, NH-13",28.099858,95.282975,Debris,Slide,NA
1481,AP/AW/91D8/2022/88,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 10.45 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100244,96.448173,Rock,Slide,NA
1482,AP/AW/91D8/2022/89,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 10.6 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100284,96.449538,Rock,Slide,NA
1483,AP/AW/91D8/2022/87,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 11.3 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100914,96.449162,Debris,Slide,NA
1484,AP/E-Siang/82P8/2021/LS9,Arunachal Pradesh,East Siang,"Rengging Slide, LS-9",NH-13,28.101031,95.282364,Debris,Slide,NA
1485,AP/E-Siang/82P8/2021/LS10,Arunachal Pradesh,East Siang,"Rengging Slide, LS-10",NH-13,28.101692,95.271861,Debris,Slide,NA
1486,AP/AW/91D8/2022/86,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 11.5 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.102005,96.448473,Debris,Slide,NA
1487,AP/E-Siang/82P8/2021/LS11,Arunachal Pradesh,East Siang,LS-11,"Mebo to Jeru road, NH-513,",28.103902,95.27946,Debris,Slide,NA
1488,AP/AW/91D8/2022/85,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.105572,96.447685,Rock,Slide,NA
1489,AP/AW/91D8/2022/84,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.105952,96.447724,Rock,Slide,NA
1490,AP/AW/91D8/2022/83,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12.2 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.106321,96.447245,Debris,Slide,NA
1491,AP/E-Siang/82P8/2021/LS12,Arunachal Pradesh,East Siang,LS-12,"Towards Takilalung, NH-513",28.106358,95.268592,Earth,Slide,NA
1492,AR/ANJ/91D12/2014/03,Arunachal Pradesh,Anjaw,3.5 km slide,HMC road,28.10714,96.54489,Rock,Fall,2013
1493,AP/E-Siang/82P8/2021/LS13,Arunachal Pradesh,East Siang,"LS-13, towards Mebo","Romdung, NH-52",28.109161,95.269084,Debris,Slide,NA
1494,AR/ANJ/93D12/2014/47,Arunachal Pradesh,Anjaw,H.M.C. Road,,28.11142,96.54528,Rock,Slide,2012
1495,AP/E-Siang/82P8/2021/LS14,Arunachal Pradesh,East Siang,LS-14,"Towards Aholi from Mebo, NH52",28.113119,95.270938,Debris,Slide,NA
1496,AP/E-Siang/82P8/2021/LS15,Arunachal Pradesh,East Siang,LS-15,NH-52,28.113846,95.273389,Debris,Slide,NA
1497,AP/E-Siang/82P8/2021/LS16,Arunachal Pradesh,East Siang,LS-16,NH-52,28.114617,95.273722,Debris,Slide,NA
1498,AP/E-Siang/82P8/2022/LS50,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.114742,95.273582,Debris,Slide,NA
1499,AR/ANJ/93D12/2014/46,Arunachal Pradesh,Anjaw,H.M.C. Road,,28.11594,96.54689,Rock,Slide,2012
1500,AP/E-Siang/82P8/2021/LS17,Arunachal Pradesh,East Siang,"North east of Mebo Village, LS-17",NH-52,28.117222,95.273075,Debris,Slide,NA
1501,AR/ANJ/91D12/2014/07,Arunachal Pradesh,Anjaw,5.4 km HMC slide,HMC road,28.11781,96.54906,Debris,Flow,2013
1502,AR/S/82P04/2022/006,Arunachal Pradesh,East Siang,NH-13 Slide 6,NH-13,28.131694,95.136186,Debris,slide,NA
1503,AR/US/82P04/2022/026,Arunachal Pradesh,West Siang,Northwest of Rotung Slide 1,NH-13,28.133611,95.11125,Debris,Slide,NA
1504,AR/S/82P04/2022/028,Arunachal Pradesh,Siang,Pangin Slide 1,NH-13,28.133611,95.11125,Debris,Slide,NA
1505,AR/WS/82L16/2022/090,Arunachal Pradesh,West Siang,Pakam Slide,NH-13,28.133778,94.788,Soil,Slide,NA
1506,AR/WSI/82L12/2021/12,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,Yomcha-Aalo Road,28.133963,94.611953,Rock-cum-Debris,Slide,NA
1507,AR/WSI/82L12/2021/13,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,Yomcha-Aalo Road,28.134238,94.620133,Rock-cum-Debris,Slide,NA
1508,AR/S/82P04/2022/005,Arunachal Pradesh,East Siang,NH-13 Slide 5,NH-13,28.135056,95.145444,Soil,slide,NA
1509,AR/WSI/82L12/2021/14,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,Yomcha-Aalo Road,28.137762,94.62431,Rock-cum-Debris,Topple,NA
1510,AP/E-Siang/82P8/2021/LS18,Arunachal Pradesh,East Siang,"North east of Mebo Village, LS-18",NH-52,28.138811,95.254821,Debris,Slide,NA
1511,AP/E-Siang/82P8/2021/LS19,Arunachal Pradesh,East Siang,LS-19,NH-52,28.14005,95.266592,Debris,Slide,NA
1512,AP/E-Siang/82P8/2021/LS21,Arunachal Pradesh,East Siang,LS-21,NH-52,28.140639,95.292122,Rock,Wedge failure,NA
1513,AP/E-Siang/82P8/2021/LS20,Arunachal Pradesh,East Siang,LS-20,NH-52,28.140915,95.266966,Rock,Wedge failure,NA
1514,AR/US/82P04/2022/089,Arunachal Pradesh,West Siang,N of Pakam Slide 1,NH-13,28.141139,94.786583,Soil,Slide,NA
1515,AR/ES/82P/8/2021/01,Arunachal Pradesh,East Siang,N/A,N/A,28.14116,95.27472,Debris/unconsolidated material,Debris slide and subsidence,"1950, 2021"
1516,AP/E-Siang/82P8/2022/LS51,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Towards Rengging",28.141514,95.289198,Debris,Slide,NA
1517,AP/E-Siang/82P8/2022/LS52,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.142304,95.288126,Debris,Slide,NA
1518,AR/ES/82P04/2022/001,Arunachal Pradesh,East Siang,NH-13 Slide 1,NH-13,28.1425,95.239194,Debris,Slide,NA
1519,AR/ES/82P/8/2021/02,Arunachal Pradesh,East Siang,N/A,N/A,28.14251,95.27439,Debris/unconsolidated material,Debris slide and subsidence,"1950, 2021"
1520,AP/E-Siang/82P8/2022/LS53,Arunachal Pradesh,East Siang,"LS-53, Mebo river slide",NH-13,28.142551,95.287886,Debris,Slide,NA
1521,AP/E-Siang/82P8/2022/LS54,Arunachal Pradesh,East Siang,LS-54,NH-13,28.143839,95.285971,Debris,Slide,NA
1522,AR/ES/82P04/2022/002,Arunachal Pradesh,East Siang,NH-13 Slide 2,NH-13,28.145306,95.239167,Rock,Slide,NA
1523,AR/ANJ/91D11/2014/26,Arunachal Pradesh,Anjaw,9 km Slide,HMC road,28.14531,96.54897,Rock,Slide,2013
1524,AP/E-Siang/82P8/2021/LS22,Arunachal Pradesh,East Siang,LS-22,NH-13,28.145629,95.275805,Debris,Slide,NA
1525,AP/E-Siang/82P8/2021/LS23,Arunachal Pradesh,East Siang,LS-23,NH-13,28.145847,95.273686,Rock,Wedge failure,NA
1526,AR/ES/82P04/2022/003,Arunachal Pradesh,East Siang,NH-13 Slide 3,NH-13,28.147806,95.224833,Debris,Slide,NA
1527,AP/E-Siang/82P8/2022/LS55,Arunachal Pradesh,East Siang,LS-55,NH-13,28.14787,95.279987,Debris,Slide,NA
1528,AP/LDV/82P11/2022/LS56,Arunachal Pradesh,East Siang,Dambuk Slide,"NH-13, Dambuk area",28.148417,95.277964,Debris,Slide,NA
1529,AP/LDV/82P11/2022/LS57,Arunachal Pradesh,East Siang,Dambuk Slide,NH-13 Dambuk,28.149568,95.277177,Debris,Slide,NA
1530,AP/LDV/82P11/2022/LS58,Arunachal Pradesh,East Siang,Dambuk Slide,"NH-13, Dambuk",28.150741,95.275122,Debris,Slide,NA
1531,AR/ANJ/92D12/2014/45,Arunachal Pradesh,Anjaw,Chipru slide,HMC road,28.15292,96.53858,Rock,Slide,2013
1532,AR/S/82P04/2022/007,Arunachal Pradesh,East Siang,NH-13 Slide 7,NH-13,28.153028,95.218294,Debris,slide,NA
1533,AR/ES/82P04/2022/004,Arunachal Pradesh,East Siang,NH-13 Slide 4,NH-13,28.154111,95.181694,Rock,Slide,NA
1534,AP/LDV/82P11/2022/LS59,Arunachal Pradesh,East Siang,LS-59,NH-13,28.160664,95.446755,Debris,Slide,NA
1535,AP/LDV/82P11/2022/LS60,Arunachal Pradesh,East Siang,LS-60,"NH-13, Kapang Valley, near 602 mile stone",28.160853,95.446925,Debris,Slide,NA
1536,AR/ANJ/92D12/2014/44,Arunachal Pradesh,Anjaw,Teapani river slide,H. M. C. Road,28.16206,96.53061,Debris,Topple,2013
1537,AP/LDV/82P11/2022/LS61,Arunachal Pradesh,East Siang,Roing-Dambuk Slide,NH-13, Towards Roing- Dambuk,28.162497,95.441244,Debris,Slide,NA
1538,AP/LDV/82P11/2022/LS62,Arunachal Pradesh,East Siang,LS-62,NH-13,28.16317,95.450433,Debris,Slide,NA
1539,AP/LDV/82P11/2022/LS63,Arunachal Pradesh,East Siang,LS-63,"NH-13, Aohali",28.163322,95.459813,Debris,Slide,NA
1540,AP/LDV/82P11/2022/LS64,Arunachal Pradesh,East Siang,LS-64,NH-13,28.163691,95.458,Debris,Slide,NA
1541,AR/WS/82L16/2022/088,Arunachal Pradesh,West Siang,Aalo Slide 1,NH-13,28.16425,94.792417,Debris,Slide,NA
1542,AP/LDV/82P11/2022/LS66,Arunachal Pradesh,East Siang,LS-66,NH-13, Mebo- 50km mile stone,28.165684,95.462909,Debris,Slide,NA
1543,AP/LDV/82P11/2022/LS65,Arunachal Pradesh,East Siang,LS-65,NH-13,28.165711,95.46208,Debris,Slide,NA
1544,AP/LDV/82P11/2022/LS67,Arunachal Pradesh,East Siang,LS-67,NH-13,28.167982,95.431764,Debris,Slide,NA
1545,AR/ES/82P04/2022/009,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 2,NH-13 (Pasighat-Yingkiong road),28.169389,95.235722,Debris,slide,NA
1546,AR/ANJ/91D12/2014/06,Arunachal Pradesh,Anjaw,HMC road,,28.16939,96.52578,Rock,Slide,2013
1547,AR/ES/82P04/2022/010,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 3,NH-513,28.169583,95.223917,Rock,slide,NA
1548,AR/ES/82P04/2022/008,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 1,NH-13 (Pasighat-Yingkiong road),28.169611,95.240639,Debris,slide,NA
